City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,poronaysk,49.2167,143.1167,3.24,92,100,3.38,RU,1715596850
297,ayios konstandinos,38.6333,21.4,23.39,34,27,2.44,GR,1715596850
298,golyshmanovo,56.3979,68.3728,4.33,95,100,6.84,RU,1715596850
299,talavera la real,38.8779,-6.7686,19.95,60,0,5.14,ES,1715596850
300,san rafael,-34.6177,-68.3301,3.66,78,100,2.65,AR,1715596851
301,siracusa,37.0881,15.2792,25.77,66,31,8.35,IT,1715596851
302,mastic beach,40.7668,-72.8521,10.22,93,0,1.79,US,1715596851
303,balabac,7.9868,117.0645,29.15,74,47,2.97,PH,1715596851
304,eha amufu,6.6592,7.7596,29.23,65,100,2.99,NG,1715596851
305,beni mellal,32.3373,-6.3498,23.79,41,0,2.57,MA,1715596851
306,san antonio de pale,-1.4014,5.6325,26.77,87,94,4.61,GQ,1715596852
307,luderitz,-26.6481,15.1594,23.58,45,0,4.7,NA,1715596852
308,san luis de la loma,17.2706,-100.8939,25.72,57,98,3.03,MX,1715596852
309,brookings,44.3114,-96.7984,9.65,80,0,1.54,US,1715596656
310,hithadhoo,-0.6,73.0833,29.77,71,100,4.16,MV,1715596852
311,wanzleben,52.05,11.45,20.54,54,1,5.9,DE,1715596852
312,conduaga,8.862,117.4893,27.55,84,100,0.74,PH,1715596853
313,barcelos,41.5388,-8.6151,17.69,98,100,4.02,PT,1715596853
314,olonets,60.9847,32.9698,8.66,67,99,1.22,RU,1715596853
315,saldanha,-33.0117,17.9442,26.03,42,0,2.3,ZA,1715596853
316,howrah,22.5892,88.3103,34.0,52,40,2.57,IN,1715596853
317,margate,51.3813,1.3862,16.73,77,8,4.92,GB,1715596853
318,berdigestyakh,62.0989,126.6992,5.52,76,100,3.26,RU,1715596854
319,tres arroyos,-38.3739,-60.2798,5.75,85,29,5.03,AR,1715596854
320,tosontsengel,48.7567,98.2839,15.11,28,100,1.84,MN,1715596854
321,usinsk,65.9939,57.5281,-1.63,85,100,6.26,RU,1715596854
322,hassi messaoud,31.6804,6.0729,34.92,12,0,2.57,DZ,1715596854
323,puerto baquerizo moreno,-0.9,-89.6,22.42,91,91,2.03,EC,1715596854
324,port hedland,-20.3167,118.5667,25.03,73,1,3.09,AU,1715596855
325,twentynine palms,34.1356,-116.0542,22.85,20,0,1.88,US,1715596855
326,nishinoomote,30.7333,131.0,21.58,64,100,6.66,JP,1715596855
327,morrope,-6.5417,-80.0111,19.06,88,100,4.31,PE,1715596855
328,curuzu cuatia,-29.7917,-58.0546,10.0,91,92,6.25,AR,1715596855
329,turabah,21.2141,41.6331,35.22,19,69,0.73,SA,1715596855
330,cascavel,-24.9558,-53.4553,17.62,95,87,2.8,BR,1715596855
331,ust'-uda,54.1742,103.0304,15.94,27,95,2.28,RU,1715596856
332,bonthe,7.5264,-12.505,30.53,70,94,3.39,SL,1715596856
333,kasempa,-13.4584,25.8338,28.27,34,45,1.51,ZM,1715596856
334,chimoio,-19.1164,33.4833,23.92,57,75,3.18,MZ,1715596856
335,tucuma,-0.1833,-50.05,26.21,88,86,1.66,BR,1715596856
336,mount pearl,47.5166,-52.7813,7.2,86,75,6.17,CA,1715596856
337,gazli,40.1333,63.45,34.26,13,79,6.91,UZ,1715596857
338,seaside,36.6111,-121.8516,14.26,89,100,3.6,US,1715596840
339,anadyr,64.75,177.4833,-0.72,86,0,1.0,RU,1715596857
340,beberibe,-4.1797,-38.1306,27.26,82,96,3.89,BR,1715596857
341,dong ha,16.8163,107.1003,26.98,87,37,3.03,VN,1715596857
342,hobyo,5.3505,48.5268,31.12,65,9,6.89,SO,1715596857
343,rabaul,-4.1967,152.1721,27.49,84,100,5.91,PG,1715596857
344,codrington,-38.2667,141.9667,13.52,57,97,4.13,AU,1715596858
345,kondoa,-4.9,35.7833,26.29,39,43,2.18,TZ,1715596858
346,bako,5.7833,36.5667,23.92,75,58,0.5,ET,1715596858
347,logansport,40.7545,-86.3567,16.34,72,75,3.28,US,1715596858
348,bouarfa,32.53,-1.95,30.13,12,61,11.48,MA,1715596858
349,chinnachowk,14.4752,78.8354,38.01,32,40,2.57,IN,1715596859
350,green river,41.5286,-109.4662,9.22,68,12,2.47,US,1715596859
351,weno,7.4515,151.8468,28.6,82,60,7.45,FM,1715596859
352,chernomorskoye,45.5039,32.6997,12.08,51,100,5.91,UA,1715596859
353,santana,-0.0583,-51.1817,26.1,100,40,2.06,BR,1715596859
354,palapag,12.5458,125.1147,27.14,82,17,2.59,PH,1715596859
355,mananjary,-21.2167,48.3333,26.26,68,46,3.1,MG,1715596860
356,colon,9.3592,-79.9014,24.39,93,100,0.45,PA,1715596860
357,nuuk,64.1835,-51.7216,0.34,93,100,4.12,GL,1715596860
358,gadzhiyevo,69.2551,33.3362,2.36,99,98,0.61,RU,1715596860
359,montrose,38.4166,-108.2673,0.4,56,20,0.62,US,1715596860
360,cidreira,-30.1811,-50.2056,18.8,87,100,8.21,BR,1715596860
361,muli,2.9167,73.5667,29.84,77,100,6.87,MV,1715596861
362,labuan,5.2767,115.2417,30.2,79,20,1.03,MY,1715596861
363,cabo san lucas,22.8909,-109.9124,21.95,63,3,0.45,MX,1715596749
364,saint-joseph,-21.3667,55.6167,27.21,70,18,5.89,RE,1715596861
365,amga,60.8953,131.9608,6.0,67,98,1.79,RU,1715596861
366,murmashi,68.8154,32.8115,9.23,49,0,2.0,RU,1715596861
367,nchelenge,-9.3451,28.734,27.91,48,100,2.86,ZM,1715596862
368,bajitpur,24.2167,90.95,35.05,50,84,1.4,BD,1715596862
369,dem'yanovo,60.3511,47.0842,1.82,76,100,3.32,RU,1715596862
370,hamilton,39.1834,-84.5333,15.54,79,0,3.6,US,1715596862
371,egilsstadir,65.2653,-14.3948,5.95,81,100,5.14,IS,1715596862
372,fortuna,40.5982,-124.1573,11.48,96,100,0.0,US,1715596862
373,coari,-4.085,-63.1414,23.56,98,97,1.02,BR,1715596863
374,buinsk,54.95,48.2833,9.22,44,75,5.58,RU,1715596863
375,kondrovo,54.8064,35.9278,9.61,38,80,1.78,RU,1715596863
376,ulladulla,-35.35,150.4667,14.41,89,4,1.58,AU,1715596863
377,billings,45.7833,-108.5007,12.87,77,20,1.54,US,1715596814
378,atar,20.5169,-13.0499,34.78,14,55,5.53,MR,1715596863
379,baikonur,45.6167,63.3167,30.87,18,82,8.84,KZ,1715596863
380,matoury,4.8483,-52.3317,24.98,100,100,1.03,GF,1715596864
381,kapa'a,22.0752,-159.319,24.18,88,75,4.63,US,1715596864
382,babu,24.4167,111.5167,22.96,74,75,1.56,CN,1715596864
383,christchurch,-43.5333,172.6333,6.08,87,100,1.03,NZ,1715596250
384,east london,-33.0153,27.9116,18.52,94,100,2.57,ZA,1715596864
385,vyksa,55.3175,42.1744,9.84,43,82,2.85,RU,1715596864
386,saryozek,44.3583,77.9753,20.49,48,100,3.24,KZ,1715596865
387,el calafate,-50.3408,-72.2768,-0.71,48,12,2.48,AR,1715596865
388,linfen,36.0889,111.5189,29.15,15,0,3.63,CN,1715596865
389,cabinda,-5.55,12.2,31.08,74,75,3.6,AO,1715596865
390,esquel,-42.9,-71.3167,-1.25,88,68,0.93,AR,1715596865
391,mirnyy,62.5353,113.9611,1.24,99,97,1.79,RU,1715596865
392,groningen,53.25,6.75,25.64,50,35,4.63,NL,1715596866
393,yaren,-0.5472,166.916,28.96,74,99,3.23,NR,1715596866
394,guanhaes,-18.775,-42.9325,21.48,72,17,0.93,BR,1715596866
395,kurchum,48.5722,83.6542,21.83,41,85,5.79,KZ,1715596866
396,marijampole,54.5667,23.35,15.61,42,51,2.37,LT,1715596866
397,san juan bautista,-14.0108,-75.7358,17.28,78,10,2.51,PE,1715596867
398,belokurikha,51.9959,84.9896,20.32,49,1,3.83,RU,1715596867
399,boksitogorsk,59.474,33.8485,10.34,52,96,2.37,RU,1715596867
400,dhidhdhoo,6.8833,73.1,30.17,71,92,3.16,MV,1715596867
401,mosopa,-24.7718,25.4216,25.61,34,0,4.87,BW,1715596867
402,fushun,41.8558,123.9233,24.84,34,65,6.91,CN,1715596867
403,gumdag,39.2061,54.5906,29.23,34,100,8.97,TM,1715596868
404,changzhi,35.2089,111.7386,24.52,36,0,1.32,CN,1715596868
405,laojunmiao,39.8333,97.7333,26.21,8,0,7.88,CN,1715596868
406,turpan,42.9333,89.1667,39.4,11,83,3.8,CN,1715596868
407,sao jose da coroa grande,-8.8978,-35.1478,26.98,81,23,2.15,BR,1715596868
408,nieuw amsterdam,5.8833,-55.0833,25.09,94,20,0.0,SR,1715596868
409,daru,-9.0763,143.2092,26.41,82,86,6.6,PG,1715596869
410,kiunga,-6.1219,141.2906,24.3,99,100,1.3,PG,1715596869
411,oxkutzkab,20.3,-89.4167,25.57,85,100,3.34,MX,1715596869
412,malvan,16.0667,73.4667,31.1,71,24,5.76,IN,1715596869
413,ivankiv,50.9386,29.8943,11.08,45,90,4.45,UA,1715596869
414,kavalerovo,44.2661,135.0572,11.33,66,77,1.79,RU,1715596870
415,bamboo flat,11.7,92.7167,32.05,70,40,2.57,IN,1715596870
416,nouadhibou,20.931,-17.0347,21.99,64,57,11.32,MR,1715596870
417,queenstown,-31.8976,26.8753,18.87,41,35,0.72,ZA,1715596870
418,chebba,35.2372,11.115,28.42,42,67,6.21,TN,1715596870
419,windermere,54.3809,-2.9071,18.26,73,100,5.64,GB,1715596870
420,biskra,34.8504,5.7281,31.73,18,40,4.12,DZ,1715596871
421,anar darah,32.7587,61.654,33.87,9,28,2.08,AF,1715596871
422,sao tome,0.3365,6.7273,27.25,85,100,2.17,ST,1715596871
423,lobujya,27.95,86.8167,-1.56,92,86,2.92,NP,1715596871
424,borogontsy,62.6683,131.1683,5.6,60,87,2.09,RU,1715596871
425,negombo,7.2083,79.8358,33.03,62,20,2.57,LK,1715596871
426,tocopilla,-22.092,-70.1979,16.28,78,31,3.28,CL,1715596872
427,kapuskasing,49.4169,-82.4331,4.0,100,100,1.54,CA,1715596872
428,masuguru,-11.3667,38.4167,31.42,44,0,1.8,TZ,1715596872
429,acarau,-2.8856,-40.12,27.32,83,60,5.2,BR,1715596872
430,kachkanar,58.7,59.4948,6.45,45,62,4.1,RU,1715596872
431,banda aceh,5.5577,95.3222,28.59,81,96,2.85,ID,1715596873
432,yuzhno-kurilsk,44.0306,145.8556,8.54,100,100,2.82,RU,1715596873
433,rio gallegos,-51.6226,-69.2181,-0.97,86,0,7.72,AR,1715596873
434,la passe,45.5549,-0.8967,19.67,63,98,4.26,FR,1715596873
435,svetlyy,54.675,20.1347,15.2,49,71,2.67,RU,1715596873
436,vernon,50.2581,-119.2691,17.47,52,90,4.92,CA,1715596873
437,turkmenbasy,40.0222,52.9552,22.43,56,0,8.75,TM,1715596874
438,swakopmund,-22.6833,14.5333,20.47,81,40,3.13,NA,1715596874
439,antsiranana,-12.2787,49.2917,28.42,74,75,6.17,MG,1715596874
440,mejit,10.2753,170.8646,27.54,82,76,9.51,MH,1715596874
441,tshabong,-26.05,22.45,28.32,21,93,5.83,BW,1715596874
442,duluth,46.7833,-92.1066,8.71,77,100,3.6,US,1715596874
443,boa esperanca,-21.09,-45.5658,19.98,71,11,0.66,BR,1715596875
444,buncrana,55.1333,-7.45,14.87,87,100,5.65,IE,1715596875
445,homer,59.6425,-151.5483,3.36,87,0,0.0,US,1715596875
446,lauro de freitas,-12.8944,-38.3272,26.01,83,20,0.51,BR,1715596875
447,kovdor,67.5662,30.4758,2.76,99,100,0.66,RU,1715596875
448,dunay,42.8803,132.3375,9.15,74,49,5.96,RU,1715596875
449,ta`u,-14.2336,-169.5144,28.41,78,23,7.64,AS,1715596876
450,malvern,34.3623,-92.813,17.79,99,100,1.51,US,1715596876
451,fort-shevchenko,44.5086,50.263,12.93,66,100,8.6,KZ,1715596876
452,marathon,44.9,-89.7668,12.86,79,0,5.14,US,1715596876
453,kavaratti,10.5669,72.642,30.07,71,78,3.39,IN,1715596876
454,guerrero negro,27.9769,-114.0611,15.46,87,46,5.89,MX,1715596876
455,kiama,-34.6833,150.8667,17.78,93,0,2.22,AU,1715596877
456,severobaykal'sk,55.65,109.3167,4.73,48,65,3.03,RU,1715596877
457,kitimat,54.0524,-128.6534,10.51,78,100,2.24,CA,1715596645
458,west bay,19.3667,-81.4167,27.82,87,20,5.86,KY,1715596877
459,kungur,57.4368,56.9593,7.4,49,89,4.49,RU,1715596877
460,sing buri,14.85,100.2333,35.48,43,60,4.86,TH,1715596877
461,uruzgan,32.8333,66.0,26.17,14,48,2.32,AF,1715596878
462,kingston,17.997,-76.7936,27.53,83,20,2.06,JM,1715596878
463,istaravshan,39.9142,69.0033,25.14,33,25,4.86,TJ,1715596878
464,hohhot,40.8106,111.6522,29.16,10,0,7.0,CN,1715596878
465,bayanhongor,46.7167,100.1167,12.86,48,100,6.45,MN,1715596878
466,isfahan,32.6572,51.6776,31.8,12,42,9.62,IR,1715596878
467,aranda de duero,41.6704,-3.6892,20.02,53,95,6.16,ES,1715596879
468,lethem,3.3803,-59.7968,24.96,82,100,4.21,GY,1715596879
469,mormugao,15.4,73.8,29.23,81,48,4.26,IN,1715596879
470,parauna,-16.9478,-50.4486,20.57,58,6,0.72,BR,1715596879
471,stephenville,32.2207,-98.2023,18.2,94,100,0.0,US,1715596880
472,el jadid,33.2549,-8.506,20.02,75,20,6.29,MA,1715596880
473,polyarnyy,69.1989,33.4478,2.23,100,100,0.37,RU,1715596880
474,papao,-17.75,-149.55,26.82,79,8,9.55,PF,1715596880
475,kangding,30.0513,101.9603,12.69,86,98,2.46,CN,1715596880
476,island harbour,50.724,-1.2758,16.78,83,51,5.36,GB,1715596881
477,ubaira,-13.2681,-39.6628,23.55,76,2,0.58,BR,1715596881
478,mitu,1.1983,-70.1733,22.28,100,100,0.64,CO,1715596742
479,port victoria,0.0939,33.9756,24.68,69,93,4.03,KE,1715596881
480,ilhabela,-23.7781,-45.3581,25.62,59,36,2.22,BR,1715596881
481,akcakoca,41.0866,31.1162,10.61,88,97,4.65,TR,1715596882
482,hankasalmi,62.3833,26.4333,17.73,47,77,1.96,FI,1715596882
483,ola,59.5833,151.2833,3.97,86,100,7.37,RU,1715596882
484,mancio lima,-7.6142,-72.8958,25.23,84,84,0.95,BR,1715596882
485,holualoa,19.6228,-155.9522,22.91,89,40,2.57,US,1715596882
486,dwarka,22.2394,68.9678,30.28,64,0,5.4,IN,1715596883
487,boden,65.8252,21.6886,15.0,69,99,1.99,SE,1715596883
488,gulfport,30.3674,-89.0928,26.03,80,100,6.17,US,1715596883
489,ouro preto do oeste,-10.7481,-62.2158,25.18,85,99,0.65,BR,1715596883
490,rongelap,11.1635,166.8941,27.2,83,89,9.5,MH,1715596883
491,shubarshi,48.5872,57.1869,18.68,49,98,6.74,KZ,1715596884
492,zhigalovo,54.8097,105.1578,14.18,26,16,2.55,RU,1715596884
493,alice springs,-23.7,133.8833,15.75,48,94,3.6,AU,1715596884
494,benicia,38.0494,-122.1586,13.84,86,0,4.63,US,1715596825
495,lewisburg,35.4492,-86.7889,16.44,92,100,2.57,US,1715596884
496,tyukhtet,56.5389,89.3011,20.13,30,65,3.43,RU,1715596884
497,bairnsdale,-37.8333,147.6167,15.59,75,71,0.45,AU,1715596885
498,rikaze,29.25,88.8833,19.92,14,100,4.29,CN,1715596885
499,port alfred,-33.5906,26.891,21.21,85,9,0.45,ZA,1715596885
500,zutendaal,50.9325,5.5727,23.85,68,40,2.57,BE,1715596885
501,sao felix do xingu,-6.6447,-51.995,23.72,79,59,0.4,BR,1715596885
502,cardigan,52.0847,-4.6591,15.49,94,100,12.03,GB,1715596886
503,sydney,-33.8679,151.2073,17.62,86,20,4.63,AU,1715596175
504,chegdomyn,51.1167,133.0167,6.94,59,82,0.85,RU,1715596886
505,guane,22.2025,-84.0875,24.24,88,72,2.7,CU,1715596886
506,saint-pierre,-21.3393,55.4781,27.82,61,0,10.29,RE,1715596886
507,heroica guaymas,27.9333,-110.9,21.8,47,0,1.19,MX,1715596886
508,lata,40.1629,-8.3327,21.38,57,98,3.63,PT,1715596886
509,myeik,12.4333,98.6,26.67,88,67,4.72,MM,1715596887
510,muntok,-2.0667,105.1833,27.56,85,97,3.07,ID,1715596887
511,santa quiteria,-4.3319,-40.1567,24.43,87,72,0.94,BR,1715596887
512,dunedin,-45.8742,170.5036,8.78,97,99,1.19,NZ,1715596764
513,noosa heads,-26.3833,153.15,15.19,59,0,1.64,AU,1715596887
514,kiuruvesi,63.65,26.6167,16.2,52,93,1.58,FI,1715596887
515,kone,-21.0595,164.8658,19.94,87,10,2.38,NC,1715596887
516,vershino-darasunskiy,52.35,115.5167,8.39,30,62,5.72,RU,1715596888
517,flying fish cove,-10.4217,105.6791,26.82,89,100,4.12,CX,1715596888
518,djambala,-2.5447,14.7533,31.13,51,95,1.19,CG,1715596888
519,corfu,39.62,19.9197,23.78,60,40,4.12,GR,1715596888
520,richards bay,-28.783,32.0377,22.14,80,98,2.74,ZA,1715596888
521,tanout,14.9709,8.8879,37.48,17,100,2.87,NE,1715596888
522,shalkar,47.8288,59.6258,22.59,45,100,3.72,KZ,1715596889
523,porto velho,-8.7619,-63.9039,25.03,88,75,1.54,BR,1715596889
524,pacific grove,36.6177,-121.9166,13.99,89,100,3.6,US,1715596889
525,greenland,43.0362,-70.8328,10.48,87,40,0.0,US,1715596889
526,tara,56.8944,74.371,24.24,37,100,6.17,RU,1715596889
527,nyurba,63.2842,118.3319,3.22,75,96,3.35,RU,1715596889
528,smithers,54.7804,-127.1743,6.18,81,100,1.03,CA,1715596890
529,adra,36.7496,-3.0206,18.57,75,100,3.36,ES,1715596890
530,al jawf,29.5,38.75,27.14,20,0,4.5,SA,1715596890
531,auki,-8.7676,160.7034,25.49,91,100,2.38,SB,1715596890
532,sultanah,24.4926,39.5857,39.25,13,20,7.72,SA,1715596890
533,rada tilly,-45.9333,-67.5333,1.27,80,0,4.63,AR,1715596890
534,paka,4.6374,103.4368,31.96,70,20,3.09,MY,1715596891
535,taro,-8.3862,115.28,25.0,98,100,0.36,ID,1715596891
536,kaa-khem,51.6833,94.7333,18.0,26,10,2.55,RU,1715596891
537,dapchi,12.4904,11.4944,39.52,16,100,3.56,NG,1715596891
538,greymouth,-42.4667,171.2,6.95,90,12,2.85,NZ,1715596891
539,st. john's,47.5649,-52.7093,7.66,87,75,6.17,CA,1715596891
540,yangambi,0.8102,24.4336,36.4,38,97,1.36,CD,1715596892
541,sault ste. marie,46.5168,-84.3333,6.31,96,100,0.0,CA,1715596892
542,kibondo,-3.5864,30.7203,23.61,62,58,2.31,TZ,1715596892
543,sanctuary point,-35.1114,150.629,17.64,93,5,1.72,AU,1715596892
544,salmon arm,50.6998,-119.3024,13.62,88,100,0.51,CA,1715596892
545,mili,6.0815,171.735,28.09,83,85,6.76,MH,1715596892
546,porto novo,6.4965,2.6036,31.9,67,100,3.52,BJ,1715596893
547,juan aldama,24.2908,-103.3944,18.06,38,100,1.73,MX,1715596893
548,santa elena de uairen,4.6167,-61.1333,19.95,88,56,0.62,VE,1715596893
549,massakory,12.996,15.7293,41.72,7,100,6.03,TD,1715596893
550,quang ngai,15.1167,108.8,28.23,80,91,1.99,VN,1715596893
551,yermakovskoye,53.2831,92.4003,19.23,43,0,3.59,RU,1715596894
552,goondiwindi,-28.55,150.3167,15.91,69,0,3.33,AU,1715596894
553,itamaraca,-7.7478,-34.8256,26.03,77,21,2.2,BR,1715596894
554,luwuk,-0.9516,122.7875,23.87,87,61,2.46,ID,1715596894
555,arkhangel'sk,64.5401,40.5433,4.06,52,75,2.0,RU,1715596894
556,nikolayevsk-on-amure,53.1406,140.73,4.01,81,100,2.68,RU,1715596894
557,douz,33.4663,9.0203,33.09,15,5,4.47,TN,1715596894
558,aginskoye,51.1,114.53,13.24,20,51,9.26,RU,1715596895
559,menaka,15.9182,2.4022,38.78,24,96,7.38,ML,1715596895
560,morehead city,34.7229,-76.726,18.0,73,0,3.6,US,1715596895
561,walvis bay,-22.9575,14.5053,20.53,64,73,2.06,NA,1715596895
562,tillaberi,14.2117,1.4531,35.88,33,100,2.25,NE,1715596895
563,howard springs,-12.497,131.047,27.95,90,40,1.35,AU,1715596895
564,effingham,32.3669,-81.3332,18.97,95,99,1.46,US,1715596896
565,chiredzi,-21.05,31.6667,27.32,37,47,3.58,ZW,1715596896
566,mcalester,34.9334,-95.7697,17.05,100,100,0.0,US,1715596896
567,bataipora,-22.2953,-53.2711,21.67,59,0,1.49,BR,1715596896
568,hanzhong,33.0728,107.0303,25.54,52,44,2.39,CN,1715596896
569,kerikeri,-35.2268,173.9474,12.41,78,93,0.66,NZ,1715596896
570,leninskoye,41.7589,69.3864,26.17,28,3,1.76,KZ,1715596897
571,ceerigaabo,10.6162,47.368,26.28,28,37,2.77,SO,1715596897
572,skanor med falsterbo,55.4,12.85,18.45,72,76,7.17,SE,1715596897
573,sai kung,22.3822,114.2728,26.95,87,100,5.97,CN,1715596897
574,manga,11.6636,-1.0731,33.2,43,100,4.17,BF,1715596897
575,rio grande,-32.035,-52.0986,15.06,86,100,11.92,BR,1715596738
576,broome,42.2506,-75.833,9.0,89,100,2.57,US,1715596898
577,bridgewater,44.3835,-64.5155,7.82,89,98,1.54,CA,1715596898
578,inirida,3.8653,-67.9239,22.98,97,99,0.7,CO,1715596898
579,taroa,8.7058,171.2275,27.91,83,74,8.76,MH,1715596898
580,nuku'alofa,-21.1333,-175.2,23.19,83,20,5.66,TO,1715596898
581,ramhormoz,31.28,49.6035,38.37,10,73,9.98,IR,1715596898
582,tadine,-21.55,167.8833,22.31,84,33,5.8,NC,1715596899
583,wladyslawowo,54.7909,18.4009,17.75,49,20,3.57,PL,1715596899
584,deblin,51.5591,21.8483,20.01,42,62,2.26,PL,1715596899
585,fauske,67.2588,15.3918,15.02,77,96,2.96,NO,1715596899
586,san andres,12.5847,-81.7006,29.01,79,20,6.17,CO,1715596744
587,bouake,7.6895,-5.0218,27.06,83,20,1.03,CI,1715596899
588,buka,40.8108,69.1986,30.55,21,5,2.19,UZ,1715596899
589,trairi,-3.2778,-39.2689,27.18,85,62,3.67,BR,1715596900
